Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
SNORD151	SNORD151	chr7	-	47504318	47504401	0.000000	0.000000	0.000000
C7orf57	C7orf57	chr7	+	48075108	48100894	0.000000	0.000000	0.000000
SUN3	SUN3	chr7	-	48026746	48068704	0.346912	0.021280	0.066765
MSTRG.13431	HUS1	chr7	-	48000587	48019212	36.704273	3.238754	10.161651
MSTRG.13430	IGFBP3	chr7	-	45951844	45960871	1813.400024	111.999817	351.401550
MSTRG.13432	UPP1	chr7	+	48128200	48148333	92.528214	7.457257	23.397285
CDC14C	CDC14C	chr7	+	48964143	48967050	1.907153	0.116984	0.367041
ABCA13	ABCA13	chr7	+	48211055	48687093	0.074121	0.004547	0.014265
FIGNL1	FIGNL1	chr7	-	50505018	50518104	10.836779	0.696534	2.185390
DDC	DDC	chr7	-	50526134	50633102	0.123666	0.018027	0.056559
DDC-AS1	DDC-AS1	chr7	+	50599457	50611161	0.000000	0.000000	0.000000
LOC107986794	LOC107986794	chr7	-	51460075	51460953	0.000000	0.000000	0.000000
MSTRG.13433	-	chr7	.	53930172	53930615	17.153152	1.052171	3.301205
COBL	COBL	chr7	-	51083909	51384558	0.000000	0.000000	0.000000
MSTRG.13434	GRB10	chr7	-	50657765	50861150	27.516436	9.028067	28.325733
MSTRG.13435	SEC61G	chr7	-	54819940	54827641	1084.734863	86.406387	271.101685
MSTRG.13436	LOC100996654	chr7	+	54827006	54872656	1.322004	0.081091	0.254426
ELDR	ELDR	chr7	-	55306129	55323328	0.291489	0.017880	0.056098
MSTRG.13437	LANCL2	chr7	+	55433141	55501435	45.159660	2.770084	8.691191
MSTRG.13442	EGFR	chr7	+	55086710	55279321	38.412811	10.424335	32.706551
MSTRG.13443	EGFR-AS1	chr7	-	55247443	55256642	0.158923	0.009748	0.030585
MSTRG.13439	FKBP9P1	chr7	-	55748767	55780328	18.914822	1.555682	4.880982
ZNF713	ZNF713	chr7	+	55955149	56009918	1.177834	0.072291	0.226816
MSTRG.13438	VOPP1	chr7	-	55538301	55640195	25.265785	15.164646	47.579365
MSTRG.13440	MRPS17	chr7	+	56019570	56024193	107.397240	6.587724	20.669107
MSTRG.13441	NIPSNAP2	chr7	+	56032278	56067872	14.097732	6.557517	20.574333
MSTRG.13448	PSPH	chr7	-	56077837	56119137	109.482437	8.332591	26.143661
MSTRG.13449	CCT6A	chr7	+	56119458	56131682	748.255371	56.624065	177.659088
MSTRG.13445	-	chr7	.	56357754	56358039	15.713286	0.963850	3.024096
MSTRG.13446	-	chr7	.	56358722	56359150	54.270397	3.328935	10.444595
LOC650226	LOC650226	chr7	-	56491397	56516068	0.947810	0.058138	0.182411
ZNF716	ZNF716	chr7	+	57509883	57533265	0.000000	0.000000	0.000000
MSTRG.13447	-	chr7	.	63353580	63355036	24.556623	1.506298	4.726039
ZNF727	ZNF727	chr7	+	63505812	63545717	0.546119	0.033499	0.105103
YWHAEP1	YWHAEP1	chr7	+	63894071	63895895	8.764383	0.537605	1.686747
ZNF736	ZNF736	chr7	+	63774251	63817012	7.014211	0.495526	1.554723
LOC100128885	LOC100128885	chr7	+	64035073	64078967	0.335775	0.020596	0.064621
LOC641746	LOC641746	chr7	+	64042988	64044129	0.030648	0.001880	0.005898
ZNF680	ZNF680	chr7	-	63980256	64023505	2.663891	1.214659	3.811015
ZNF107	ZNF107	chr7	+	64126461	64171960	6.705808	0.894879	2.807701
MIR6839	MIR6839	chr7	+	64139442	64139554	0.000000	0.000000	0.000000
ZNF138	ZNF138	chr7	+	64254806	64321201	1.923432	1.502687	4.714709
ZNF273	ZNF273	chr7	+	64363620	64391955	5.490258	0.340659	1.068824
ZNF117	ZNF117	chr7	-	64432154	64451414	3.696230	0.226726	0.711357
ERV3-1-ZNF117	ERV3-1-ZNF117	chr7	-	64432154	64467124	0.681521	0.041804	0.131162
ERV3-1	ERV3-1	chr7	-	64450734	64467065	11.124462	1.619560	5.081400
CCT6P3	CCT6P3	chr7	+	64498732	64535091	7.996212	0.490486	1.538909
SNORA22C	SNORA22C	chr7	+	64526377	64526510	1.268657	0.077819	0.244159
SNORA15B-2	SNORA15B-2	chr7	+	64530916	64531050	0.000000	0.000000	0.000000
SNORA15B-1	SNORA15B-1	chr7	+	64530916	64531050	0.585185	0.035895	0.112622
MSTRG.13450	SUMF2	chr7	+	56131979	56148365	829.239868	54.288269	170.330475
MSTRG.13451	PHKG1	chr7	-	56147976	56160689	3.750118	0.230031	0.721728
MSTRG.13444	CHCHD2	chr7	-	56169255	56174323	3522.290039	219.439392	688.495300
INTS4P1	INTS4P1	chr7	+	64601408	64694600	1.639517	0.104656	0.328359
ZNF92	ZNF92	chr7	+	64838712	64866049	11.396649	0.749796	2.352498
LOC101929322	LOC101929322	chr7	-	64957249	65019978	0.052579	0.003230	0.010134
MSTRG.13454	LOC441242	chr7	-	65111924	65235797	6.002108	2.517821	7.899710
MSTRG.13455	INTS4P2	chr7	+	65112767	65183667	1.744451	0.107004	0.335728
MSTRG.13456	CCT6P1	chr7	+	65216092	65228662	11.973527	1.137050	3.567515
MSTRG.13452	VKORC1L1	chr7	+	65338061	65424545	117.800812	7.253639	22.758429
MSTRG.13453	GUSB	chr7	-	65425672	65447200	338.676331	21.357059	67.008171
MSTRG.13457	ASL	chr7	+	65540806	65558560	232.170273	14.865971	46.642265
MSTRG.13458	CRCP	chr7	+	65579805	65619553	132.433624	8.628050	27.070669
MSTRG.13463	-	chr7	.	66071720	66072055	42.846725	2.628209	8.246056
MSTRG.13459	TPST1	chr7	+	65670227	65825430	190.141205	15.860371	49.762215
MSTRG.13460	LINC00174	chr7	-	65841031	65865395	2.812175	0.172498	0.541216
MSTRG.13461	-	chr7	.	65888229	65888493	60.001904	3.680504	11.547651
MSTRG.13462	GS1-124K5.4	chr7	+	65958619	65960461	19.727856	1.678397	5.266003
MSTRG.13464	GS1-124K5.11	chr7	-	65995292	66057394	56.857689	6.682372	20.966068
MSTRG.13465	KCTD7	chr7	+	66093868	66108216	34.095428	2.091406	6.561827
MSTRG.13470	GTF2IP23	chr7	+	66312437	66349260	3.778426	0.231768	0.727176
MSTRG.13471	LINC02604	chr7	+	66369107	66371284	14.420110	0.884526	2.775218
MSTRG.13468	LOC100996437	chr7	+	66119506	66276448	5.565138	9.846866	30.894726
MSTRG.13469	GTF2IRD1P1	chr7	-	66274980	66309813	0.782753	0.048014	0.150645
MSTRG.13466	TMEM248	chr7	+	66386212	66423538	46.897911	16.483978	51.718792
MSTRG.13467	SBDS	chr7	-	66452546	66461558	421.099060	32.092693	100.691429
CT66	CT66	chr7	-	69059790	69062610	0.314922	0.019317	0.060608
MSTRG.13473	TYW1	chr7	+	66461792	66704501	63.759972	3.944123	12.374760
MSTRG.13474	MIR4650-2	chr7	-	66579309	66579384	0.000000	0.000000	0.000000
MSTRG.13475	PMS2P4	chr7	-	66741118	66767429	1.600321	0.877288	2.752507
MSTRG.13476	STAG3L4	chr7	+	66767625	66786513	43.537586	2.762722	8.668093
MSTRG.13477	LINC01372	chr7	+	66800963	66805012	2.134694	0.130942	0.410832
TYW1B	TYW1B	chr7	-	72039498	72298779	8.174631	0.501430	1.573246
MIR4650-1	MIR4650-1	chr7	+	72162874	72162949	0.000000	0.000000	0.000000
MIR4650-2	MIR4650-2	chr7	+	72162874	72162949	0.000000	0.000000	0.000000
SPDYE7P	SPDYE7P	chr7	-	72333321	72339656	0.000000	0.000000	0.000000
AUTS2	AUTS2	chr7	+	69063461	70258492	11.707478	1.097019	3.441917
MSTRG.13472	SBDSP1	chr7	+	72299952	72307978	187.547348	12.762650	40.043056
FZD9	FZD9	chr7	+	72848108	72850450	1.323517	0.081184	0.254717
MSTRG.13482	POM121	chr7	+	72349922	72711916	3.185123	10.436693	32.745323
MSTRG.13483	NSUN5P2	chr7	-	72418832	72425302	29.800079	3.601856	11.300891
MSTRG.13484	TRIM73	chr7	-	72430008	72439997	1.021291	0.068228	0.214065
MSTRG.13485	LOC541473	chr7	+	72440165	72443674	3.643525	0.223493	0.701214
MSTRG.13486	STAG3L3	chr7	-	72467818	72476466	19.039099	1.242860	3.899496
MSTRG.13487	PMS2P7	chr7	+	72476603	72520245	1.207456	1.782889	5.593850
MSTRG.13488	SPDYE8	chr7	-	72490260	72500309	0.399551	0.025197	0.079055
MSTRG.13489	SPDYE15	chr7	-	72518503	72569537	0.337543	0.026857	0.084263
MSTRG.13490	GTF2IP4	chr7	+	72569012	72621336	144.033249	8.844520	27.749846
MSTRG.13491	NCF1B	chr7	+	72634674	72649979	0.000000	0.000000	0.000000
MSTRG.13492	-	chr7	+	72711978	72714771	15.934999	0.977449	3.066766
MSTRG.13478	NSUN5	chr7	-	72716513	72722864	87.420471	5.475720	17.180178
TRIM50	TRIM50	chr7	-	72726532	72742085	0.000000	0.000000	0.000000
FKBP6	FKBP6	chr7	+	72742164	72772634	0.416360	0.025539	0.080130
MSTRG.13479	BAZ1B	chr7	-	72854737	72936623	193.316956	12.030506	37.745941
MSTRG.13480	BCL7B	chr7	-	72950686	72972020	215.392929	15.648833	49.098511
MLXIPL	MLXIPL	chr7	-	73007532	73038852	1.165744	0.071506	0.224353
VPS37D	VPS37D	chr7	+	73082161	73086440	12.856613	0.788622	2.474316
MSTRG.13481	TBL2	chr7	-	72981868	72992909	143.824768	9.337776	29.297451
MSTRG.13493	DNAJC30	chr7	-	73095248	73097783	58.643532	3.597182	11.286226
MSTRG.13494	BUD23	chr7	+	73097927	73112542	428.064362	31.515842	98.881554
CLDN3	CLDN3	chr7	-	73183327	73184600	0.959184	0.058836	0.184600
MSTRG.13495	STX1A	chr7	-	73113535	73134006	197.989807	12.144652	38.104076
MSTRG.13496	MIR4284	chr7	+	73125647	73125727	8.666667	0.531612	1.667941
MSTRG.13497	ABHD11-AS1	chr7	+	73149399	73150330	3.338266	0.204769	0.642465
MSTRG.13498	ABHD11	chr7	-	73150425	73153197	39.934895	3.352165	10.517483
TMEM270	TMEM270	chr7	+	73275489	73280220	0.000000	0.000000	0.000000
CLDN4	CLDN4	chr7	+	73245193	73247023	1.741671	0.106834	0.335193
METTL27	METTL27	chr7	-	73248922	73256846	19.558151	1.199693	3.764059
MSTRG.13502	ELN	chr7	+	73442119	73484237	248.913727	17.803598	55.859123
MSTRG.13499	LIMK1	chr7	+	73498134	73536855	133.886841	16.547573	51.918327
MSTRG.13500	EIF4H	chr7	+	73588686	73611426	1552.635254	97.216927	305.019958
MSTRG.13501	MIR590	chr7	+	73605528	73605624	3.556701	0.218167	0.684504
LAT2	LAT2	chr7	+	73624336	73644164	1.975798	0.126635	0.397321
MSTRG.13504	RFC2	chr7	-	73645832	73668788	194.803711	12.716755	39.899063
MSTRG.13503	CLIP2	chr7	+	73703737	73820265	123.801620	7.731706	24.258375
MSTRG.13505	GTF2IRD1	chr7	+	73868236	74016920	42.098965	2.675949	8.395840
MSTRG.13506	MIR10525	chr7	+	74010295	74010353	0.000000	0.000000	0.000000
NCF1	NCF1	chr7	+	74188309	74203720	0.000000	0.000000	0.000000
MSTRG.13509	GTF2IRD2	chr7	-	74210483	74267872	13.307372	1.175890	3.689377
MSTRG.13510	STAG3L2	chr7	-	74298092	74306731	38.730057	2.375693	7.453783
MSTRG.13511	PMS2P5	chr7	+	74306887	74336166	17.146259	1.683394	5.281679
MSTRG.13507	GTF2I	chr7	+	74071991	74175022	36.647205	14.558010	45.676033
MSTRG.13508	LOC101926943	chr7	-	74103271	74143256	0.000000	0.000000	0.000000
MSTRG.13512	RCC1L	chr7	-	74441224	74489717	28.801180	10.368955	32.532795
GTF2IRD2B	GTF2IRD2B	chr7	+	74508347	74565623	2.487185	1.027459	3.223671
GTF2IRD2	GTF2IRD2	chr7	+	74509807	74565623	8.754479	0.536998	1.684841
MSTRG.13527	RHBDD2	chr7	+	75508310	75518244	177.827621	12.081496	37.905922
MSTRG.13513	GTF2IP4	chr7	-	74601104	74867641	12.495593	14.118959	44.298504
MSTRG.13514	SPDYE10P	chr7	+	74652934	74704119	0.502856	0.031605	0.099162
MSTRG.13515	PMS2P5	chr7	-	74702377	74988292	11.357682	0.722323	2.266301
MSTRG.13516	GTF2IP1	chr7	+	74765954	74789917	111.261879	6.824780	21.412876
MSTRG.13517	SPDYE10P	chr7	+	74867123	74918383	0.567077	0.035642	0.111826
MSTRG.13518	SPDYE8	chr7	+	74936533	74946587	0.997952	0.062933	0.197455
MSTRG.13519	SPDYE8	chr7	+	74964560	74974606	1.140424	0.071918	0.225644
MSTRG.13520	STAG3L1	chr7	+	74988447	74997085	31.127548	2.075751	6.512709
MSTRG.13521	LOC541473	chr7	-	75021223	75024735	3.061149	0.187770	0.589133
MSTRG.13522	TRIM73	chr7	+	75024903	75034896	0.926581	0.056836	0.178325
MSTRG.13524	NSUN5P1	chr7	+	75039605	75046071	50.322556	3.220380	10.104002
MSTRG.13525	POM121C	chr7	-	75046065	75157453	18.295481	9.067678	28.450012
MSTRG.13526	SPDYE5	chr7	+	75122947	75133628	0.429602	0.026352	0.082679
MSTRG.13523	HIP1	chr7	-	75162619	75368259	18.243122	1.119029	3.510975
CCL26	CCL26	chr7	-	75398842	75420915	3.612044	0.310806	0.975159
CCL24	CCL24	chr7	-	75440143	75452690	0.617217	0.039218	0.123047
GTF2IP7	GTF2IP7	chr7	-	75721381	75738080	0.930667	0.057087	0.179111
SRRM3	SRRM3	chr7	+	75831214	75916604	1.859540	0.114064	0.357877
MSTRG.13532	POR	chr7	+	75536891	75616173	25.093864	25.675333	80.556847
MSTRG.13533	MIR4651	chr7	+	75544515	75544587	0.000000	0.000000	0.000000
MSTRG.13534	SNORA14A	chr7	+	75573101	75573234	4.932836	0.302579	0.949348
MSTRG.13535	TMEM120A	chr7	-	75616149	75677321	165.795578	24.376007	76.480186
MSTRG.13536	MDH2	chr7	+	75677424	75696826	882.155273	66.682632	209.218048
MSTRG.13529	HSPB1	chr7	+	75926731	75933609	1440.024536	235.684082	739.463257
MSTRG.13530	SSC4D	chr7	-	76018654	76039014	2.130527	0.130686	0.410030
MSTRG.13531	ZP3	chr7	+	76026839	76071386	33.100079	2.204509	6.916688
MSTRG.13528	YWHAG	chr7	-	75956116	75988308	713.643982	43.774769	137.344162
GSAP	GSAP	chr7	-	76940068	77045666	5.795818	0.383551	1.203400
LOC101927243	LOC101927243	chr7	+	77044515	77054760	0.000000	0.000000	0.000000
MSTRG.13537	DTX2	chr7	+	76090972	76135312	43.896992	2.961122	9.290577
MSTRG.13538	FDPSP2	chr7	-	76099337	76104317	0.000000	0.000000	0.000000
MSTRG.13539	UPK3B	chr7	+	76139740	76157199	0.113442	0.011899	0.037334
MSTRG.13540	SPDYE16	chr7	-	76163011	76169703	0.753922	0.046245	0.145096
MSTRG.13541	LOC100133091	chr7	+	76178658	76257299	15.395033	0.944328	2.962847
MSTRG.13542	POMZP3	chr7	-	76239303	76256620	18.519714	1.146359	3.596722
DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11	chr7	+	76610139	76653076	10.277785	0.630437	1.978009
SPDYE11	SPDYE11	chr7	-	76652902	76659887	0.609433	0.037382	0.117288
SPDYE17	SPDYE17	chr7	-	76652999	76660421	0.061216	0.003755	0.011781
PMS2P9	PMS2P9	chr7	+	76668797	76682355	2.768955	0.169847	0.532899
SPDYE18	SPDYE18	chr7	-	76682050	76690198	1.993621	0.122288	0.383682
MSTRG.13543	FAM185BP	chr7	-	76710972	76751606	1.618124	0.099255	0.311416
MSTRG.13544	FAM185BP	chr7	.	76745214	76745455	64.799583	3.974793	12.470987
CCDC146	CCDC146	chr7	+	76751932	76924521	3.722942	0.228364	0.716498
FGL2	FGL2	chr7	-	76822686	76829136	10.489663	0.643434	2.018785
MSTRG.13545	PTPN12	chr7	+	77166612	77269386	24.144526	15.986966	50.159409
MSTRG.13547	APTR	chr7	-	77286977	77326662	14.710196	2.086772	6.547287
MSTRG.13548	RSBN1L	chr7	+	77325776	77412339	16.379267	1.004701	3.152268
MSTRG.13546	TMEM60	chr7	-	77423045	77427751	121.671608	7.463310	23.416279
MSTRG.13554	PHTF2	chr7	+	77428090	77586821	35.399521	3.337264	10.470729
MSTRG.13549	GNAI1	chr7	+	79764147	79855496	4.104578	1.579493	4.955690
MSTRG.13550	MAGI2	chr7	-	77646372	79082983	5.259201	0.322598	1.012158
MSTRG.13551	RPL13AP17	chr7	+	77976559	77988770	0.000000	0.000000	0.000000
MSTRG.13552	MAGI2-AS2	chr7	+	78638304	78641593	0.000000	0.000000	0.000000
MSTRG.13553	MAGI2-AS3	chr7	+	79082273	79100524	16.911087	3.472673	10.895579
GNAT3	GNAT3	chr7	-	80087951	80141380	0.000000	0.000000	0.000000
MSTRG.13556	CD36	chr7	+	80174017	80308593	20.148699	16.783461	52.658424
LOC105369146	LOC105369146	chr7	-	81145063	81191135	0.000000	0.000000	0.000000
LOC100128317	LOC100128317	chr7	-	81205702	81320722	0.135656	0.019031	0.059710
MSTRG.13555	SEMA3C	chr7	-	80371852	80551705	243.723007	15.532573	48.733746
MSTRG.13557	HGF	chr7	-	81328328	81399363	128.983505	13.161853	41.295567
PCLO	PCLO	chr7	-	82383328	82792200	0.329716	0.025769	0.080850
MSTRG.13558	CACNA2D1	chr7	-	81575760	82073272	17.200270	2.456915	7.708618
MSTRG.13559	CACNA2D1-AS1	chr7	+	81638493	81659271	0.000000	0.000000	0.000000
SEMA3E	SEMA3E	chr7	-	82992554	83278455	2.682626	0.166814	0.523383
MSTRG.13561	-	chr7	-	84568791	84569133	20.482456	1.256389	3.941946
MSTRG.13560	-	chr7	.	84612994	84613948	20.197382	1.238903	3.887082
MSTRG.13562	SEMA3A	chr7	-	83585093	83824105	19.528719	1.197887	3.758394
SEMA3D	SEMA3D	chr7	-	84624872	84751247	7.949425	0.487616	1.529905
KIAA1324L	KIAA1324L	chr7	-	86506222	86688970	1.161492	0.073940	0.231988
MSTRG.13563	LOC101927420	chr7	-	86780739	86781809	5.059439	0.375111	1.176918
MSTRG.13564	DMTF1	chr7	+	86781677	86825648	90.327599	6.332955	19.869764
MSTRG.13565	TMEM243	chr7	-	86825476	86849903	88.581146	6.452256	20.244076
ABCB4	ABCB4	chr7	-	87031012	87105019	0.765276	0.047386	0.148673
MSTRG.13566	TP53TG1	chr7	-	86954664	86974808	91.359665	5.603982	17.582602
MSTRG.13567	CROT	chr7	+	86974980	87029110	26.585400	2.209134	6.931201
ABCB1	ABCB1	chr7	-	87132333	87342639	3.968408	0.269424	0.845322
RUNDC3B	RUNDC3B	chr7	+	87257714	87461611	1.994166	0.122695	0.384958
MSTRG.13568	SLC25A40	chr7	-	87462883	87505675	19.457554	1.193522	3.744699
MSTRG.13569	DBF4	chr7	+	87505808	87538867	47.576492	2.922787	9.170300
MSTRG.13570	ADAM22	chr7	+	87563458	87832204	0.116943	0.012161	0.038155
STEAP4	STEAP4	chr7	-	87900211	87936209	0.272259	0.016700	0.052398
MSTRG.13571	SRI	chr7	-	87834432	87856308	475.155304	34.840393	109.312401
MSTRG.13572	LOC102723885	chr7	+	87845975	87848539	0.000000	0.000000	0.000000
CFAP69	CFAP69	chr7	+	89874488	89940377	17.367996	1.082745	3.397133
MSTRG.13573	STEAP2-AS1	chr7	-	89511667	89840949	0.000000	0.000000	0.000000
MSTRG.13574	DPY19L2P4	chr7	+	89748714	89754914	0.105550	0.006474	0.020314
MSTRG.13575	STEAP1	chr7	+	89783441	89794141	419.858612	33.955780	106.536896
MSTRG.13576	STEAP2	chr7	+	89841054	89866997	8.030833	1.372451	4.306093
MSTRG.13577	GTPBP10	chr7	+	89976030	90020767	20.814260	1.282966	4.025329
MSTRG.13582	MTERF1	chr7	-	91500257	91510016	21.571871	1.356587	4.256316
MSTRG.13579	CLDN12	chr7	+	90032775	90045268	72.279053	4.483413	14.066792
MSTRG.13580	LOC102723899	chr7	+	90098953	90142711	1.716475	0.105288	0.330344
MSTRG.13581	CDK14	chr7	+	90225635	90839905	29.864510	7.915819	24.836033
MSTRG.13578	FZD1	chr7	+	90893748	90900641	96.036697	5.890871	18.482718
MSTRG.13583	AKAP9	chr7	+	91570176	91739987	27.782215	2.194473	6.885201
MSTRG.13584	CYP51A1	chr7	-	91741463	91764059	278.567322	17.689240	55.500320
MSTRG.13585	CYP51A1-AS1	chr7	+	91763877	91810039	0.285840	0.017533	0.055011
MSTRG.13586	LRRD1	chr7	-	91774198	91794590	0.499436	0.030635	0.096119
MSTRG.13591	KRIT1	chr7	-	91828283	91875414	53.593189	3.570003	11.200951
MSTRG.13592	MIR1285-1	chr7	-	91833329	91833412	0.488095	0.029940	0.093936
MSTRG.13593	ANKIB1	chr7	+	91875288	92030864	108.901993	6.909870	21.679850
MSTRG.13587	GATAD1	chr7	+	92076796	92089389	78.600098	4.821313	15.126962
ERVW-1	ERVW-1	chr7	-	92097694	92107260	0.000000	0.000000	0.000000
MSTRG.13588	PEX1	chr7	-	92116339	92157834	32.208565	1.991307	6.247762
MSTRG.13589	RBM48	chr7	+	92158109	92169795	19.929190	1.274246	3.997972
MSTRG.13590	FAM133B	chr7	-	92190072	92219713	29.179806	2.440882	7.658313
MSTRG.13595	CDK6	chr7	-	92234235	92465941	23.202730	1.433835	4.498685
MSTRG.13596	CDK6-AS1	chr7	+	92465797	92546501	0.000000	0.000000	0.000000
MSTRG.13594	SAMD9	chr7	-	92728826	92747336	52.203503	3.206042	10.059016
SAMD9L	SAMD9L	chr7	-	92759369	92777698	20.233286	1.290381	4.048594
MSTRG.13597	VPS50	chr7	+	92861653	92990435	26.234550	1.672885	5.248708
MSTRG.13598	TFPI2	chr7	-	93514708	93520065	1071.727783	65.878113	206.693832
MSTRG.13599	LOC105375401	chr7	+	93520206	93522897	0.843396	0.051734	0.162316
MSTRG.13600	GNG11	chr7	+	93551047	93557922	147.461746	9.045272	28.379713
MSTRG.13601	BET1	chr7	-	93592076	93633667	66.988701	12.920197	40.537365
MSTRG.13602	CASD1	chr7	+	94139121	94186328	15.889495	1.027174	3.222778
MSTRG.13604	-	chr7	.	94324395	94324628	53.010685	3.251664	10.202158
MSTRG.13605	PON3	chr7	-	94989184	95025687	0.424013	0.026009	0.081603
PPP1R9A	PPP1R9A	chr7	+	94536906	94925732	0.613068	0.037762	0.118480
MSTRG.13607	SGCE	chr7	-	94214292	94285445	300.277893	21.936541	68.826309
MSTRG.13608	PEG10	chr7	+	94285637	94299006	131.838867	8.144938	25.554899
ASB4	ASB4	chr7	+	95115213	95169545	0.063367	0.004442	0.013936
MSTRG.13606	PON2	chr7	-	95034174	95064384	270.247589	16.619810	52.144970
MSTRG.13609	PDK4	chr7	-	95212812	95225828	151.430557	9.288718	29.143530
DYNC1I1	DYNC1I1	chr7	+	95401818	95739634	0.950148	0.064864	0.203512
MSTRG.13610	SLC25A13	chr7	-	95749532	95951459	73.663063	4.527364	14.204691
MSTRG.13611	MIR591	chr7	-	95848974	95849068	0.000000	0.000000	0.000000
DLX5	DLX5	chr7	-	96649710	96654143	3.475282	0.213173	0.668835
DLX6-AS1	DLX6-AS1	chr7	-	96597827	96643377	0.000000	0.000000	0.000000
DLX6	DLX6	chr7	+	96634865	96640352	0.770435	0.047258	0.148274
MSTRG.13613	SDHAF3	chr7	+	96747010	96811075	140.447479	8.615019	27.029781
MSTRG.13612	SEM1	chr7	-	96110938	96339203	13.068698	108.702652	341.056641
MSTRG.13614	LMTK2	chr7	+	97736174	97838950	20.934868	1.284140	4.029015
MSTRG.13615	ASNS	chr7	-	97480989	97601670	44.233433	38.191254	119.825783
MSTRG.13616	MIR5692A1	chr7	+	97592970	97593038	0.000000	0.000000	0.000000
MSTRG.13617	MIR5692C2	chr7	-	97593717	97593793	0.000000	0.000000	0.000000
TMEM130	TMEM130	chr7	-	98444113	98467637	6.358110	0.390005	1.223648
MSTRG.13618	TECPR1	chr7	-	97843893	97881544	30.381147	1.872098	5.873742
MSTRG.13619	BRI3	chr7	+	97881667	97922275	285.348267	37.796890	118.588455
MSTRG.13620	BAIAP2L1	chr7	-	97920962	98030402	29.910294	1.834691	5.756378
MSTRG.13621	BAIAP2L1	chr7	.	98015053	98015919	466.002441	28.584490	89.684380
MSTRG.13622	MYH16	chr7	+	98870924	98895594	0.155712	0.009551	0.029968
MSTRG.13626	TRRAP	chr7	+	98476113	98634102	50.530930	3.451504	10.829161
MSTRG.13627	SMURF1	chr7	-	98625063	98741731	69.368629	4.315048	13.538543
COL1A2-AS1	COL1A2-AS1	chr7	-	93996524	94021504	6.093023	0.373745	1.172631
MSTRG.13603	COL1A2	chr7	+	94024159	94060539	26610.597656	1892.275146	5937.049316
MSTRG.13634	FAM200A	chr7	-	99143923	99149737	23.376419	1.433905	4.498903
MSTRG.13631	ZNF789	chr7	+	99070513	99085228	7.363254	0.856532	2.687385
MSTRG.13632	ZNF394	chr7	-	99084142	99097931	17.654305	3.513838	11.024734
MSTRG.13633	ZKSCAN5	chr7	+	99102285	99132299	42.417522	3.212099	10.078021
MSTRG.13635	ZNF655	chr7	+	99156045	99174077	50.970493	8.137221	25.530685
MSTRG.13636	TMEM225B	chr7	+	99195890	99208668	4.734572	0.290418	0.911191
CYP3A4	CYP3A4	chr7	-	99354590	99381807	0.000000	0.000000	0.000000
MSTRG.13640	CYP3A7-CYP3A51P	chr7	-	99282300	99332819	0.298284	0.022175	0.069573
MSTRG.13638	ZSCAN25	chr7	+	99214569	99270165	17.887314	1.973103	6.190647
MSTRG.13639	CYP3A5	chr7	-	99245817	99277619	1.472012	0.171300	0.537459
GJC3	GJC3	chr7	-	99520889	99527243	0.000000	0.000000	0.000000
LOC105375423	LOC105375423	chr7	+	99594698	99609256	0.086124	0.022768	0.071435
MSTRG.13637	TRIM4	chr7	-	99488026	99517202	55.890305	7.043027	22.097631
MSTRG.13623	ARPC1A	chr7	+	98923496	98963885	1158.506714	72.185539	226.483505
MSTRG.13624	ARPC1B	chr7	+	98971885	98992439	1282.471069	107.802803	338.233337
MSTRG.13625	PDAP1	chr7	-	98992299	99006220	539.681152	33.103928	103.864197
MSTRG.13628	BUD31	chr7	+	99006592	99017239	765.366394	53.648663	168.323700
MSTRG.13629	PTCD1	chr7	-	99014362	99063790	242.529129	208.205673	653.249207
MSTRG.13630	CPSF4	chr7	+	99036563	99055000	42.966610	10.716018	33.621708
MSTRG.13641	ZKSCAN1	chr7	+	99613175	99642997	86.055626	5.824586	18.274750
MSTRG.13642	ZSCAN21	chr7	+	99647397	99662663	51.990765	3.326455	10.436814
MSTRG.13643	ZNF3	chr7	-	99661460	99680200	50.168419	4.990891	15.659014
GPC2	GPC2	chr7	-	99767229	99775004	7.960591	0.488301	1.532053
STAG3	STAG3	chr7	+	99775347	99812010	1.517682	0.148960	0.467363
CASTOR3	CASTOR3	chr7	-	99798277	99869855	6.491005	0.601226	1.886359
PVRIG	PVRIG	chr7	+	99816871	99819111	6.589016	0.404169	1.268087
MSTRG.13653	SPDYE3	chr7	+	99905325	99919819	2.781726	0.170630	0.535356
MSTRG.13654	PMS2P1	chr7	-	99917492	99933930	48.361492	3.593699	11.275297
MSTRG.13655	STAG3L5P-PVRIG2P-PILRB	chr7	+	99933688	99965454	79.956879	7.315323	22.951967
PILRA	PILRA	chr7	+	99971110	99997716	1.315457	0.080690	0.253166
MSTRG.13644	COPS6	chr7	+	99686592	99689810	986.811157	60.533054	189.923599
MSTRG.13645	MCM7	chr7	-	99689852	99699020	297.680847	26.690214	83.741058
MSTRG.13646	MIR25	chr7	-	99691183	99691266	15.095238	0.925939	2.905150
MSTRG.13647	MIR93	chr7	-	99691391	99691470	0.025000	0.001533	0.004811
MSTRG.13648	AP4M1	chr7	+	99699266	99706647	45.840641	2.826674	8.868742
MSTRG.13649	TAF6	chr7	-	99704693	99717481	231.407211	17.971697	56.386536
